Image Numbers, 139, 140 Encoder Counts, 533
0.5859	82.6758	198
0.7227	82.7051	184
0.8594	82.6758	203
0.9961	82.6758	187
1.1328	82.6758	163
1.2695	82.6758	166
1.4063	82.6758	187
1.5430	82.6758	187
1.6602	82.6758	192
1.7969	82.6758	194
1.9336	82.6758	191
2.0703	82.6758	189
2.2070	82.6172	189
2.3438	82.6172	191
2.4805	82.6758	193
2.6172	82.6758	194
2.7539	82.6758	206
2.8906	82.6758	232
3.0078	82.6758	217
3.1445	82.6758	203
3.2813	82.6758	190
3.4375	82.5879	196
3.5742	82.6172	217
3.7109	82.5879	235
3.8477	82.6172	224
3.9844	82.5293	222
4.1211	82.5293	227
4.2578	82.5293	231
4.3555	82.6758	201
4.4922	82.6758	201
4.6289	82.6758	213
4.7852	82.5000	219
4.9219	82.5586	197
5.0586	82.6172	182
5.1953	82.5586	170
5.3320	82.5586	176
5.4688	82.6172	185
5.6055	82.5586	194
5.7422	82.5000	212
5.8594	82.5000	225
5.9961	82.5000	220
6.1328	82.5586	202
6.2695	82.5000	217
6.4063	82.5000	219
6.5430	82.5000	220
6.6797	82.5000	222
6.8164	82.5000	218
6.9531	82.5000	205
7.0898	82.5000	220
7.2070	82.5000	220
7.3438	82.5000	184
7.4805	82.5000	198
7.6172	82.5000	202
7.7539	82.5000	213
7.8906	82.5000	217
8.0273	82.5000	212
8.1641	82.5000	214
8.3008	82.5000	221
8.4375	82.5000	223
8.5547	82.5000	223
8.6914	82.5000	206
8.8281	82.5000	195
8.9648	82.5000	202
9.1016	82.5000	200
9.2383	82.5000	200
9.3750	82.5000	203
9.5117	82.5000	217
9.6484	82.5000	217
9.7852	82.5000	204
9.9023	82.5000	197
10.0391	82.5000	191
10.1758	82.5000	193
10.3125	82.5000	196
10.4492	82.5000	192
10.5859	82.5000	186
10.7227	82.5000	184
10.8594	82.4707	180
10.9961	82.5000	185
11.1328	82.5000	186
11.2500	82.5000	185
11.3867	82.5000	185
11.5430	82.4121	178
11.6797	82.4121	175
11.7969	82.4707	179
11.9336	82.4707	177
12.0703	82.4707	171
12.2266	82.4121	170
12.3633	82.4121	168
12.4805	82.4707	174
12.6367	82.4121	177
12.7539	82.3535	179
12.8906	82.4121	175
13.0273	82.4121	175
13.1641	82.4121	177
13.3008	82.4121	177
13.4375	82.3535	173
13.5742	82.4121	178
13.6914	82.4707	180
13.8477	82.4121	175
13.9844	82.4121	171
14.1016	82.4121	171
14.2383	82.3535	172
14.3750	82.3535	187
14.5117	82.4121	179
14.6484	82.4121	162
14.7852	82.3535	171
14.9219	82.2656	205
15.0586	82.2656	194
15.1953	82.2656	195
15.3320	82.2656	201
15.4492	82.2656	195
15.5859	82.2656	195
15.7227	82.2656	195
15.8594	82.2656	200
15.9961	82.2656	205
16.1328	82.2656	198
16.2695	82.2656	189
16.4063	82.2656	190
16.5430	82.2656	193
16.6797	82.2656	191
16.7969	82.2656	191
16.9336	82.2656	188
17.0703	82.2656	185
17.2070	82.2656	188
17.3438	82.2656	208
17.4805	82.2656	208
17.6172	82.2656	189
17.7539	82.2656	191
17.8906	82.2656	188
18.0273	82.2656	186
18.1445	82.2656	187
18.2813	82.2656	185
18.4180	82.2070	180
18.5547	82.2070	177
18.6914	82.2656	182
18.8281	82.2070	180
18.9648	82.2656	180
19.1016	82.2070	179
19.2383	82.2070	180
19.3750	82.2070	179
19.4922	82.2656	182
19.6289	82.2070	182
19.7656	82.2070	178
19.9023	82.2070	176
20.0391	82.2070	180
20.1758	82.2070	182
20.3125	82.2070	180
20.4492	82.2070	180
20.5859	82.2070	181
20.7227	82.2070	178
20.8398	82.2070	180
20.9766	82.2070	179
21.1133	82.1777	195
21.2500	82.1777	183
21.3867	82.1777	167
21.5430	82.1191	207
21.6797	82.1191	219
21.8164	82.1191	196
21.9336	82.1777	166
22.0703	82.1777	182
22.1875	82.1777	179
22.3438	82.1191	196
22.4805	82.1191	196
22.6172	82.1191	171
22.7539	82.1191	180
22.8711	82.1777	174
23.0273	82.1191	202
23.1641	82.1191	212
23.3008	82.1191	200
23.4180	82.1191	195
23.5547	82.1191	206
23.6914	82.1191	217
23.8281	82.0898	219
23.9648	82.0898	213
24.1016	82.0898	219
24.2383	82.0898	218
24.3750	82.0898	212
24.5117	82.0898	204
24.6484	82.0898	210
24.7656	82.0898	204
24.9023	82.0898	193
25.0391	82.0898	188
25.1758	82.0898	189
25.3125	82.0898	188
25.4492	82.0898	185
25.5859	82.0898	185
25.7227	82.0898	181
25.8594	82.0606	180
25.9961	82.0898	184
26.1133	82.0898	188
26.2500	82.0898	190
26.3867	82.0898	187
26.5234	82.0606	182
26.6602	82.0606	183
26.7969	82.0606	182
26.9336	82.0020	176
27.0703	82.0898	183
27.2070	82.0898	186
27.3438	82.0898	183
27.4609	82.0606	184
27.5977	82.0898	186
27.7344	82.0606	181
27.8711	82.0606	180
28.0078	82.0020	175
28.1445	82.0020	175
28.2813	82.0020	176
28.4180	82.0020	177
28.5547	82.0606	182
28.6914	82.0020	177
28.8086	82.0020	174
28.9453	82.0020	173
29.0820	82.0020	174
29.2188	82.0020	177
29.3555	82.0020	177
29.4922	82.0606	178
29.6289	81.9727	187
29.7656	81.9727	186
29.9023	82.0020	169
30.0195	82.0020	160
30.1563	82.0020	148
30.2930	82.0020	148
30.4297	81.9727	162
30.5664	81.9141	179
30.7031	81.9141	164
30.8398	81.9141	169
30.9766	81.9727	171
31.1133	81.9727	164
31.2500	81.8848	179
31.3672	81.8848	180
31.5039	81.8848	171
31.6406	81.8848	185
31.7773	81.8848	195
31.9141	81.8848	190
32.0508	81.8848	171
32.1875	81.9141	171
32.3242	81.8848	191
32.4609	81.8848	185
32.5977	81.8848	186
32.7148	81.8848	172
32.8516	81.8848	187
32.9883	81.8848	192
33.1250	81.8848	187
33.2617	81.8848	189
33.3984	81.8848	188
33.5352	81.8848	182
33.6719	81.8848	185
33.8086	81.8848	186
33.9258	81.8848	183
34.0625	81.8848	187
34.1992	81.8848	184
34.3359	81.8262	182
34.4727	81.8262	182
34.6094	81.8262	182
34.7461	81.8848	181
34.8828	81.8262	176
35.0195	81.8262	177
35.1563	81.8262	181
35.2734	81.8262	178
35.4102	81.8262	175
35.5469	81.8262	178
35.6836	81.8262	176
35.8203	81.8262	178
35.9570	81.7676	178
36.0938	81.7676	172
36.2305	81.7676	172
36.3672	81.8262	177
36.4844	81.8262	175
36.6211	81.7676	172
36.7578	81.8262	170
36.8945	81.7676	171
37.0313	81.7676	172
37.1680	81.7676	182
37.3047	81.7676	178
37.4414	81.7676	168
37.5781	81.7676	160
37.7148	81.7676	152
37.8320	81.7676	166
37.9688	81.7676	185
38.1055	81.7090	201
38.2422	81.7090	189
38.3789	81.7090	159
38.5156	81.7090	165
38.6523	81.7090	199
38.7891	81.7090	200
38.9258	81.7090	181
39.0430	81.7090	178
39.1797	81.7090	194
39.3164	81.7090	211
39.4531	81.7090	200
39.5898	81.7090	193
39.7266	81.7090	188
39.8633	81.7090	155
40.0000	81.7090	159
40.1367	81.7090	178
40.2734	81.7090	184
40.3906	81.6797	179
40.5273	81.7090	182
40.6641	81.7090	186
40.8008	81.7090	185
40.9375	81.6797	181
41.0742	81.7090	180
41.2109	81.7090	182
41.3477	81.7090	180
41.4648	81.6797	176
41.6016	81.6797	175
41.7383	81.6797	177
41.8750	81.6797	179
42.0117	81.6797	181
42.1484	81.7090	185
42.2852	81.7090	186
42.4219	81.7090	184
42.5391	81.6797	174
42.6758	81.6797	174
42.8125	81.6797	174
42.9492	81.6797	176
43.0859	81.6211	173
43.2227	81.6211	174
43.3594	81.6211	178
43.4766	81.6211	175
43.6133	81.6211	168
43.7500	81.6211	170
43.8867	81.6211	174
44.0234	81.6211	174
44.1602	81.6211	171
44.2969	81.6211	174
44.4336	81.6211	174
44.5508	81.6211	169
44.6875	81.6211	172
44.8242	81.5039	192
44.9609	81.5039	189
45.0977	81.5332	173
45.2344	81.5332	166
45.3711	81.5332	157
45.5078	81.5039	173
45.6250	81.5039	187
45.7617	81.5039	184
45.8984	81.5918	168
46.0352	81.5918	156
46.1719	81.5039	179
46.3086	81.5039	197
46.4453	81.5039	172
46.5625	81.5039	176
46.6992	81.5039	186
46.8359	81.5039	196
46.9727	81.5039	202
47.1094	81.5039	200
47.2461	81.5039	191
47.3828	81.5039	190
47.5195	81.5039	187
47.6563	81.5039	186
47.7734	81.5039	187
47.9102	81.5039	188
48.0469	81.5039	186
48.1836	81.5039	185
48.3203	81.5039	187
48.4570	81.5039	183
48.5938	81.5039	186
48.7305	81.5039	187
48.8672	81.5039	184
48.9844	81.5039	185
49.1211	81.4453	182
49.2578	81.5039	184
49.3945	81.5039	184
49.5313	81.4453	180
49.6680	81.4453	178
49.8047	81.4453	178
49.9414	81.4453	176
50.0781	81.4453	179
50.1953	81.4453	181
50.3320	81.4453	181
50.4688	81.4453	182
50.6055	81.4453	179
50.7422	81.4453	182
50.8789	81.4160	178
51.0156	81.4160	176
51.1523	81.4160	174
51.2891	81.4160	175
51.4258	81.4160	183
51.5430	81.4453	177
51.6797	81.3574	198
51.8164	81.3574	212
51.9531	81.3574	189
52.0898	81.3574	201
52.2266	81.3574	210
52.3633	81.3574	199
52.5000	81.3574	206
52.6172	81.3574	197
52.7539	81.3574	206
52.8906	81.3574	203
53.0273	81.3574	181
53.1641	81.3574	202
53.3008	81.3574	207
53.4375	81.3574	204
53.5742	81.3574	201
53.6914	81.3574	198
53.8281	81.3574	196
53.9648	81.3574	193
54.1016	81.3574	192
54.2383	81.3574	196
54.3750	81.3574	196
54.5117	81.3574	196
54.6289	81.3574	198
54.7656	81.3574	196
54.9023	81.3574	194
55.0391	81.3574	195
55.1758	81.3574	190
55.3125	81.3574	187
55.4492	81.3574	188
55.5859	81.3574	186
55.7031	81.3281	177
55.8398	81.3281	179
55.9766	81.3281	177
56.1133	81.3281	175
56.2500	81.3281	176
56.3867	81.3281	180
56.5234	81.3281	178
56.6406	81.2402	193
56.7773	81.2402	192
56.9141	81.2695	176
57.0508	81.2695	171
57.1875	81.2695	171
57.3242	81.2402	170
57.4414	81.2402	183
57.5781	81.2402	193
57.7148	81.2695	179
57.8516	81.2695	179
57.9883	81.1231	208
58.1250	81.1231	208
58.2617	81.1231	208
58.3984	81.1231	202
58.5352	81.2695	167
58.6523	81.2695	161
58.7891	81.2402	173
58.9258	81.1231	197
59.0625	81.1231	191
59.1992	81.1231	193
59.3359	81.1231	189
59.4727	81.1231	187
59.5898	81.1231	185
59.7266	81.1231	188
59.8633	81.1231	198
60.0000	81.1231	204
60.1367	81.1231	196
60.2734	81.1231	183
60.4102	81.1523	182
60.5273	81.1523	182
60.6641	81.1523	186
60.8008	81.1523	189
60.9375	81.1523	187
61.0547	81.0938	181
61.2109	81.1523	186
61.3477	81.1523	189
61.4648	81.0938	181
61.6016	81.1523	186
61.7383	81.1523	187
61.8750	81.1523	183
62.0117	81.0938	180
62.1484	81.0938	180
62.2656	81.0938	179
62.4023	81.0938	178
62.5391	81.0938	177
62.6758	81.0938	174
62.8125	81.0938	179
62.9492	81.0938	179
63.0859	81.0938	182
63.2227	81.0352	176
63.3398	81.0938	186
63.4766	81.0938	180
63.6133	81.0938	178
63.7500	81.0938	182
63.8867	81.1523	185
64.0234	81.0938	184
64.1602	81.0352	177
64.2969	81.0352	156
64.4141	81.0352	161
64.5508	80.9766	185
64.6875	81.0059	189
64.8242	81.0059	217
64.9609	81.0059	212
65.0977	81.0059	216
65.2344	81.0059	201
65.3516	81.0059	196
65.4883	81.0059	217
65.6250	81.0059	207
65.7617	81.0059	215
65.8984	81.0059	202
66.0352	81.0059	165
66.1719	81.0059	168
66.3086	81.0059	187
66.4258	81.0059	189
66.5625	81.0059	197
66.6992	81.0059	183
66.8359	81.0059	172
66.9727	81.0059	184
67.1094	81.0059	192
67.2461	81.0059	198
67.3633	81.0059	196
67.5000	81.0059	192
67.6367	81.0059	194
67.7734	81.0059	198
67.9102	81.0059	200
68.0469	81.0059	193
68.1836	81.0059	185
68.3008	81.0059	184
68.4375	81.0059	181
68.5742	80.9766	178
68.7109	81.0059	184
68.8477	81.0059	183
68.9844	80.9766	179
69.1016	80.9180	176
69.2188	80.9180	173
69.3750	80.9766	171
69.4922	80.9180	171
69.6289	80.9180	170
69.7656	80.9180	170
69.9219	80.9766	174
70.0586	80.9766	176
70.1758	80.9180	174
70.2930	80.9180	177
70.4492	80.9766	179
70.5859	80.9766	178
70.7031	80.8594	174
70.8398	80.8594	185
70.9766	80.8594	176
71.0938	80.7715	205
71.2305	80.7715	207
71.3672	80.7715	207
71.5039	80.7715	206
71.6406	80.7715	202
71.7773	80.8887	177
71.9141	80.8887	169
72.0313	80.7715	202
72.1680	80.7715	200
72.3047	80.8301	173
72.4414	80.8301	180
72.5781	80.7715	207
72.7148	80.7715	207
72.8516	80.7715	192
72.9688	80.7715	199
73.1055	80.7715	204
73.2422	80.8008	188
73.3789	80.8008	193
73.5156	80.8008	191
73.6523	80.8008	195
73.7891	80.8008	186
73.9063	80.8008	185
74.0430	80.8008	188
74.1797	80.8008	192
74.3164	80.8008	194
74.4531	80.8008	191
74.5898	80.8008	188
74.7266	80.8008	182
74.8438	80.8008	184
74.9805	80.8008	185
75.1172	80.8008	184
75.2539	80.8008	183
75.3906	80.8008	185
75.5273	80.8008	186
75.6641	80.8008	182
75.7813	80.8008	182
75.9180	80.8008	186
76.0547	80.8008	181
76.1914	80.7422	177
76.3281	80.7129	174
76.4648	80.7422	175
76.6016	80.7422	180
76.7188	80.7422	181
76.8555	80.7129	173
76.9922	80.7422	181
77.1289	80.7422	179
77.2656	80.7129	189
77.4023	80.7129	192
77.5391	80.7129	179
77.6563	80.7129	183
77.7930	80.7129	173
77.9297	80.7129	168
78.0664	80.7129	174
78.2031	80.6543	166
78.3398	80.6543	193
78.4766	80.6543	202

Image Numbers, 167, 168 Encoder Counts, 553
0.5859	82.6758	161
0.7227	82.6758	176
0.8594	82.6758	176
0.9961	82.6758	202
1.1328	82.6758	208
1.2695	82.6758	193
1.4063	82.6172	183
1.5430	82.6758	191
1.6602	82.6758	199
1.7969	82.6758	212
1.9336	82.6758	245
2.0703	82.6758	219
2.2070	82.6758	214
2.3438	82.6758	204
2.4805	82.6758	189
2.6172	82.6172	183
2.7539	82.6758	193
2.8906	82.6758	200
3.0078	82.6758	190
3.1445	82.6758	193
3.3008	82.6172	188
3.4375	82.6172	182
3.5742	82.5879	183
3.7109	82.6172	194
3.8477	82.5879	226
3.9648	82.6758	207
4.1016	82.6172	185
4.2383	82.6172	180
4.3750	82.5586	187
4.5117	82.6172	189
4.6484	82.5000	216
4.7852	82.5000	221
4.9219	82.5000	208
5.0586	82.5586	188
5.1953	82.5586	180
5.3320	82.5000	204
5.4688	82.5000	225
5.6055	82.5000	227
5.7422	82.5000	224
5.8594	82.5000	196
5.9961	82.5000	198
6.1328	82.5586	184
6.2695	82.5000	194
6.4063	82.5000	213
6.5430	82.5000	221
6.6797	82.5000	221
6.8164	82.5000	221
6.9531	82.5000	223
7.0898	82.5000	223
7.2070	82.5000	219
7.3438	82.5000	220
7.4805	82.5000	223
7.6172	82.5000	223
7.7539	82.5000	217
7.8906	82.5000	206
8.0273	82.5000	206
8.1641	82.5000	208
8.3008	82.5000	219
8.4375	82.5000	219
8.5547	82.5000	221
8.6914	82.5000	217
8.8281	82.5000	204
8.9648	82.5000	200
9.1016	82.5000	198
9.2383	82.5000	195
9.3750	82.5000	197
9.5117	82.5000	193
9.6484	82.5000	189
9.7852	82.5000	189
9.9023	82.5000	192
10.0391	82.5000	192
10.1758	82.5000	192
10.3125	82.5000	186
10.4492	82.4707	179
10.6055	82.4121	178
10.7227	82.5000	188
10.8594	82.5000	189
10.9961	82.4707	181
11.1328	82.4707	178
11.2500	82.4707	182
11.3867	82.4707	181
11.5234	82.4707	177
11.6797	82.4121	172
11.7969	82.4707	176
11.9336	82.4707	177
12.0898	82.4121	167
12.2266	82.3535	185
12.3633	82.2656	192
12.5000	82.3535	183
12.6367	82.4121	178
12.7539	82.4707	177
12.8906	82.4707	174
13.0078	82.4707	178
13.1445	82.4707	178
13.3008	82.4121	174
13.4375	82.4121	168
13.5742	82.3535	188
13.7109	82.2656	206
13.8477	82.3535	186
13.9844	82.4121	171
14.1016	82.3535	167
14.2383	82.2949	176
14.3750	82.2949	166
14.5117	82.2656	180
14.6484	82.2656	191
14.7852	82.2656	204
14.9219	82.2656	206
15.0586	82.2656	202
15.1953	82.3535	182
15.3320	82.3535	163
15.4492	82.3535	175
15.5859	82.2656	207
15.7227	82.2656	203
15.8594	82.2656	191
15.9961	82.2656	190
16.1328	82.2656	196
16.2695	82.2656	193
16.4063	82.2656	195
16.5430	82.2656	183
16.6797	82.2656	182
16.7969	82.2656	187
16.9336	82.2656	196
17.0703	82.2656	202
17.2070	82.2656	191
17.3438	82.2656	184
17.4805	82.2070	179
17.6172	82.2656	185
17.7539	82.2656	191
17.8906	82.2656	186
18.0273	82.2656	188
18.1445	82.2656	197
18.2813	82.2656	189
18.4180	82.2070	183
18.5547	82.2070	180
18.6914	82.2070	182
18.8281	82.2656	184
18.9648	82.2656	188
19.1016	82.2656	185
19.2383	82.2070	181
19.3750	82.2656	185
19.4922	82.2656	187
19.6289	82.2070	181
19.7656	82.1777	193
19.9023	82.1777	193
20.0391	82.2070	179
20.1758	82.2070	181
20.3125	82.2070	182
20.4492	82.2070	184
20.5859	82.2070	177
20.7227	82.1777	158
20.8398	82.1777	168
20.9961	82.1191	209
21.1328	82.1191	223
21.2500	82.1777	181
21.3867	82.1777	176
21.5430	82.1191	223
21.6797	82.1191	222
21.8164	82.1191	222
21.9531	82.1191	226
22.0898	82.1191	218
22.2070	82.1191	212
22.3438	82.1191	207
22.4805	82.1191	199
22.6172	82.1191	207
22.7344	82.1777	190
22.8711	82.1777	190
23.0273	82.1191	193
23.1641	82.1191	194
23.3008	82.1191	200
23.4180	82.1191	197
23.5547	82.1191	206
23.6914	82.1191	204
23.8281	82.0898	174
23.9648	82.0898	198
24.1016	82.0898	202
